Data,Banca_Inicial,Banca_Final,Lucro,Perc_Dia,Risco_USD,Saque_USD,Aportes_USD,Color
2025-12-15,4.41,5.31,0.8999999999999995,20.408163265306108,0.5,0.0,0.0,#00FF00
2025-12-16,5.31,8.26,2.95,55.55555555555556,0.5,0.0,0.0,#00FF00
2025-12-17,8.26,2.57,-5.69,-68.8861985472155,0.5,0.0,0.0,#FF0000
2025-12-20,2.57,3.45,0.8800000000000003,34.24124513618679,0.5,0.0,0.0,#00FF00
2025-12-22,3.45,1.74,-26.71,-93.88400702987698,0.345,0.0,25.0,#FF0000
2025-12-23,1.74,0.31,-1.43,-82.183908045977,0.174,0.0,0.0,#FF0000
