ID,Titulo,Diretor,Genero,Ano,Onde_Assistir,Status,Nota_0_10,Review,Data_Add
1,Laranja Mecânico,Stanley Kubrick,Clássico/Cult,1971,Prime Video,Assistido,10.0,"Um filme com uma baita critica social, incrivel",2025-12-29
