ID,Nome,Categoria,Status,Progresso_Perc,Materiais_Nec,Link_Ref,Data_Inicio,Notas
1,Crochet,Crochet/Tricô,Ideia,10,"- 2 Novelos
- Agulha",,2025-12-29,
